evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-01-17,Agent_010,Team E,Tech Support,Chat,Cancellation,Not Coached,0-3 months,Morning,Evaluator 1,63.9,638.0,3.87,35,82.9,70.2,Not Met,Yes
2025-06-21,Agent_016,Team D,Sales,Voice,Account Access,Not Coached,4-6 months,Night,Evaluator 2,72.0,679.0,3.71,41,85.1,76.8,Not Met,Yes
2025-08-08,Agent_071,Team B,Retail Support,Chat,Cancellation,Not Coached,4-6 months,Night,Evaluator 1,80.3,578.0,3.63,17,92.1,72.4,Not Met,No
2025-06-07,Agent_017,Team B,Tech Support,Voice,Policy Question,Not Coached,12+ months,Mid,Evaluator 4,88.5,819.0,4.03,18,96.6,72.3,Met,No
2025-02-15,Agent_023,Team A,Tech Support,Voice,Policy Question,Coached,4-6 months,Mid,Evaluator 4,80.1,738.0,3.83,43,92.8,79.6,Not Met,No
2025-01-06,Agent_026,Team D,Sales,Voice,Escalation,Coached,7-12 months,Mid,Evaluator 4,81.2,689.0,3.97,28,95.9,74.2,Not Met,No
2025-04-09,Agent_085,Team E,Claims,Voice,Refund Request,Coached,7-12 months,Night,Evaluator 4,81.1,655.0,3.85,15,92.6,74.9,Not Met,No
2025-08-21,Agent_086,Team B,Banking Support,Voice,Complaint,Not Coached,0-3 months,Mid,Evaluator 3,65.8,728.0,3.94,19,80.9,70.5,Not Met,Yes
2025-02-06,Agent_007,Team A,Sales,Email,Technical Troubleshooting,Coached,7-12 months,Night,Evaluator 2,98.2,438.0,4.67,65,100.0,81.6,Met,No
2025-10-07,Agent_014,Team A,Banking Support,Chat,Upsell Inquiry,Not Coached,12+ months,Mid,Evaluator 3,97.9,432.0,4.56,56,97.0,89.2,Met,No
2025-12-15,Agent_079,Team F,Claims,Email,Cancellation,Not Coached,12+ months,Night,Evaluator 2,83.4,526.0,3.56,21,91.8,80.4,Not Met,No
2025-10-29,Agent_117,Team B,Tech Support,Voice,Upsell Inquiry,Coached,7-12 months,Mid,Evaluator 2,77.6,751.0,3.83,25,90.8,68.3,Not Met,No
2025-06-30,Agent_007,Team E,Banking Support,Email,Escalation,Coached,7-12 months,Mid,Evaluator 1,80.1,542.0,3.71,27,84.4,83.5,Not Met,Yes
2025-04-05,Agent_009,Team D,Retail Support,Voice,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 4,79.3,627.0,4.17,46,87.6,75.5,Not Met,No
2025-04-09,Agent_115,Team C,Retail Support,Voice,Upsell Inquiry,Coached,12+ months,Night,Evaluator 2,82.3,615.0,3.98,29,92.3,75.7,Not Met,No
2025-07-07,Agent_048,Team B,Sales,Voice,Billing Issue,Coached,0-3 months,Mid,Evaluator 4,76.6,679.0,4.03,28,84.4,78.3,Not Met,Yes
2025-04-26,Agent_072,Team A,Claims,Voice,Account Access,Coached,12+ months,Morning,Evaluator 4,84.3,710.0,3.93,44,93.9,74.1,Not Met,No
2025-07-10,Agent_114,Team D,Sales,Chat,Refund Request,Not Coached,4-6 months,Mid,Evaluator 4,76.4,494.0,3.86,34,85.1,85.1,Not Met,No
2025-09-10,Agent_059,Team E,Sales,Voice,Technical Troubleshooting,Not Coached,12+ months,Night,Evaluator 3,67.8,689.0,3.63,22,86.9,74.6,Not Met,Yes
2025-06-10,Agent_087,Team D,Billing,Voice,Account Access,Coached,7-12 months,Night,Evaluator 4,71.9,728.0,3.61,32,87.8,79.5,Not Met,Yes
2025-09-13,Agent_093,Team D,Sales,Chat,Billing Issue,Coached,12+ months,Night,Evaluator 2,89.3,527.0,3.89,18,88.7,93.1,Met,No
2025-11-19,Agent_082,Team A,Billing,Voice,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 3,91.0,638.0,3.71,35,92.9,77.2,Met,No
2025-05-08,Agent_095,Team F,Retail Support,Voice,Technical Troubleshooting,Not Coached,4-6 months,Mid,Evaluator 4,68.7,738.0,3.57,28,85.8,71.7,Not Met,Yes
2025-01-18,Agent_094,Team E,Retail Support,Voice,Billing Issue,Not Coached,7-12 months,Mid,Evaluator 1,70.4,581.0,3.67,14,85.3,71.4,Not Met,Yes
2025-10-08,Agent_116,Team B,Sales,Chat,Billing Issue,Coached,12+ months,Night,Evaluator 4,83.5,412.0,4.35,28,91.0,82.5,Not Met,No
2025-08-11,Agent_039,Team F,Retail Support,Chat,Billing Issue,Coached,0-3 months,Morning,Evaluator 4,79.0,391.0,4.23,36,97.0,74.7,Not Met,No
2025-02-23,Agent_099,Team D,Claims,Voice,Policy Question,Not Coached,12+ months,Night,Evaluator 3,87.2,685.0,4.04,37,93.6,75.7,Met,No
2025-02-27,Agent_018,Team D,Billing,Voice,Technical Troubleshooting,Not Coached,12+ months,Mid,Evaluator 2,74.5,805.0,4.1,38,94.3,85.3,Not Met,Yes
2025-11-19,Agent_059,Team E,Billing,Voice,Billing Issue,Coached,4-6 months,Morning,Evaluator 4,67.6,682.0,3.81,40,84.2,73.3,Not Met,Yes
2025-12-26,Agent_106,Team E,Sales,Chat,Complaint,Not Coached,12+ months,Morning,Evaluator 3,79.9,623.0,3.72,27,90.0,73.4,Not Met,No
2025-06-23,Agent_103,Team D,Retail Support,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 3,91.5,605.0,4.56,35,91.8,77.4,Met,No
2025-10-07,Agent_017,Team A,Banking Support,Voice,Technical Troubleshooting,Coached,7-12 months,Mid,Evaluator 2,85.5,775.0,4.13,36,91.1,73.2,Met,No
2025-04-24,Agent_014,Team C,Billing,Voice,Policy Question,Not Coached,4-6 months,Morning,Evaluator 3,77.3,748.0,3.77,16,92.8,75.2,Not Met,No
2025-10-15,Agent_031,Team F,Sales,Voice,Cancellation,Not Coached,7-12 months,Morning,Evaluator 2,81.1,559.0,4.03,34,91.7,77.2,Not Met,No
2025-12-08,Agent_024,Team B,Sales,Voice,Cancellation,Coached,7-12 months,Night,Evaluator 1,80.9,584.0,4.13,49,94.0,84.7,Not Met,No
2025-05-31,Agent_099,Team C,Claims,Chat,Refund Request,Not Coached,4-6 months,Morning,Evaluator 4,68.4,627.0,3.81,32,82.3,72.4,Not Met,Yes
2025-05-07,Agent_108,Team C,Tech Support,Voice,Order Status,Coached,7-12 months,Morning,Evaluator 3,74.6,714.0,3.89,23,84.5,73.1,Not Met,Yes
2025-06-04,Agent_060,Team C,Tech Support,Voice,Complaint,Not Coached,7-12 months,Mid,Evaluator 1,61.3,786.0,3.85,32,87.0,68.1,Not Met,Yes
2025-09-30,Agent_045,Team D,Billing,Chat,Cancellation,Coached,7-12 months,Mid,Evaluator 3,83.2,518.0,4.0,30,90.5,78.6,Not Met,No
2025-04-14,Agent_098,Team F,Claims,Chat,Policy Question,Not Coached,0-3 months,Night,Evaluator 3,71.1,588.0,3.54,4,87.4,66.7,Not Met,Yes
2025-10-26,Agent_003,Team B,Claims,Voice,Order Status,Not Coached,12+ months,Mid,Evaluator 1,80.1,651.0,3.51,16,93.2,68.3,Not Met,No
2025-09-03,Agent_037,Team A,Claims,Voice,Billing Issue,Coached,7-12 months,Night,Evaluator 3,82.8,734.0,4.17,42,93.3,78.3,Not Met,No
2025-06-25,Agent_043,Team B,Billing,Voice,Billing Issue,Not Coached,4-6 months,Mid,Evaluator 3,80.5,621.0,3.59,34,91.3,68.1,Not Met,No
2025-02-08,Agent_040,Team F,Tech Support,Email,Escalation,Not Coached,4-6 months,Morning,Evaluator 1,78.4,600.0,4.04,49,87.7,76.8,Not Met,No
2025-06-19,Agent_090,Team D,Claims,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 3,84.5,796.0,3.57,29,87.4,71.0,Not Met,No
2025-09-04,Agent_055,Team B,Retail Support,Email,Order Status,Coached,12+ months,Mid,Evaluator 2,87.8,412.0,4.01,48,92.4,86.8,Met,No
2025-01-26,Agent_087,Team E,Sales,Chat,Upsell Inquiry,Not Coached,4-6 months,Morning,Evaluator 3,78.6,408.0,3.89,36,85.9,71.1,Not Met,No
2025-12-21,Agent_108,Team F,Sales,Voice,Policy Question,Not Coached,12+ months,Mid,Evaluator 4,91.9,614.0,4.03,42,94.0,79.6,Met,No
2025-11-02,Agent_039,Team F,Banking Support,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 3,64.0,745.0,3.52,33,88.5,72.4,Not Met,Yes
2025-01-13,Agent_015,Team F,Banking Support,Voice,Order Status,Not Coached,7-12 months,Morning,Evaluator 4,75.9,691.0,3.75,33,87.8,76.1,Not Met,No
2025-11-12,Agent_120,Team B,Billing,Voice,Cancellation,Coached,12+ months,Morning,Evaluator 4,84.1,744.0,3.93,41,96.4,80.1,Not Met,No
2025-11-09,Agent_113,Team E,Billing,Voice,Complaint,Coached,12+ months,Morning,Evaluator 3,85.4,735.0,3.57,16,91.1,74.3,Met,No
2025-02-05,Agent_004,Team C,Sales,Chat,Escalation,Coached,4-6 months,Mid,Evaluator 1,79.0,500.0,4.35,20,93.5,67.6,Not Met,No
2025-06-22,Agent_093,Team F,Retail Support,Email,Upsell Inquiry,Not Coached,7-12 months,Mid,Evaluator 2,91.9,431.0,3.77,37,89.8,82.2,Met,No
2025-01-20,Agent_086,Team E,Tech Support,Voice,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 2,67.0,703.0,3.7,28,80.9,72.7,Not Met,Yes
2025-11-17,Agent_025,Team E,Tech Support,Chat,Complaint,Coached,4-6 months,Morning,Evaluator 3,72.7,535.0,4.25,29,90.4,75.1,Not Met,Yes
2025-09-21,Agent_013,Team D,Billing,Voice,Billing Issue,Not Coached,12+ months,Mid,Evaluator 1,90.4,830.0,3.52,15,89.8,69.8,Met,No
2025-05-22,Agent_082,Team B,Retail Support,Voice,Upsell Inquiry,Coached,12+ months,Night,Evaluator 1,89.5,665.0,3.99,35,94.1,76.0,Met,No
2025-05-23,Agent_033,Team D,Billing,Voice,Escalation,Coached,4-6 months,Morning,Evaluator 2,80.8,681.0,3.99,41,91.5,80.8,Not Met,No
2025-04-02,Agent_016,Team F,Tech Support,Chat,Cancellation,Coached,12+ months,Mid,Evaluator 1,84.9,658.0,3.82,34,91.7,73.5,Not Met,No
2025-12-20,Agent_109,Team F,Billing,Email,,Not Coached,7-12 months,Night,Evaluator 3,83.4,511.0,4.05,28,88.8,71.7,Not Met,No
2025-11-18,Agent_042,Team A,Claims,Chat,Cancellation,Not Coached,4-6 months,Morning,Evaluator 3,86.7,588.0,4.15,33,83.8,70.8,Met,Yes
2025-10-15,Agent_108,Team B,Billing,Voice,Cancellation,Not Coached,7-12 months,Mid,Evaluator 1,84.4,648.0,3.85,37,86.7,75.8,Not Met,No
2025-08-03,Agent_066,Team A,Sales,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 3,88.2,572.0,4.25,42,95.9,85.2,Met,No
2025-12-08,Agent_055,Team E,Billing,Voice,Account Access,Coached,7-12 months,Mid,Evaluator 4,89.5,578.0,4.05,41,90.2,85.4,Met,No
2025-02-20,Agent_099,Team E,Sales,Voice,Billing Issue,Coached,7-12 months,Morning,Evaluator 2,80.5,641.0,3.78,24,95.6,77.8,Not Met,No
2025-06-02,Agent_042,Team B,Retail Support,Chat,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 3,90.5,503.0,4.4,49,88.4,76.2,Met,No
2025-07-05,Agent_034,Team D,Tech Support,Chat,Billing Issue,Coached,0-3 months,Mid,Evaluator 1,71.1,555.0,3.87,34,87.9,72.5,Not Met,Yes
2025-03-04,Agent_030,Team F,Banking Support,Chat,Policy Question,Coached,12+ months,Night,Evaluator 2,,554.0,4.29,34,96.7,83.0,Met,No
2025-07-09,Agent_119,Team E,Banking Support,Voice,Account Access,Not Coached,7-12 months,Mid,Evaluator 3,73.5,632.0,3.7,33,85.3,79.9,Not Met,Yes
2025-05-05,Agent_013,Team D,Tech Support,Voice,Upsell Inquiry,Coached,0-3 months,Mid,Evaluator 2,69.2,743.0,3.78,23,86.3,69.2,Not Met,Yes
2025-05-30,Agent_013,Team D,Banking Support,Voice,Refund Request,Not Coached,12+ months,Mid,Evaluator 1,88.9,682.0,3.92,34,91.2,82.2,Met,No
2025-11-10,Agent_018,Team D,Billing,Voice,Cancellation,Coached,12+ months,Night,Evaluator 4,89.0,773.0,4.0,36,92.0,74.4,Met,No
2025-02-27,Agent_032,Team B,Retail Support,Voice,Policy Question,Coached,12+ months,Night,Evaluator 4,93.5,575.0,3.57,27,94.9,82.2,Met,No
2025-12-08,Agent_096,Team D,Retail Support,Chat,Account Access,Not Coached,4-6 months,Mid,Evaluator 3,74.3,435.0,4.25,50,82.9,84.2,Not Met,Yes
2025-11-01,Agent_099,Team E,Tech Support,Chat,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 4,83.4,494.0,3.95,36,89.9,69.3,Not Met,No
2025-06-29,Agent_039,Team F,Banking Support,Voice,Escalation,Not Coached,7-12 months,Mid,Evaluator 3,72.8,761.0,3.88,34,86.5,74.9,Not Met,Yes
2025-06-19,Agent_046,Team D,Billing,Voice,Complaint,Not Coached,0-3 months,Mid,Evaluator 2,73.7,751.0,3.9,33,79.5,76.5,Not Met,Yes
2025-11-22,Agent_116,Team E,Retail Support,Voice,Complaint,Coached,12+ months,Mid,Evaluator 3,80.0,720.0,3.93,44,89.8,72.1,Not Met,No
2025-09-28,Agent_029,Team B,Retail Support,Voice,Billing Issue,Not Coached,0-3 months,Morning,Evaluator 3,71.7,642.0,3.43,36,85.1,68.6,Not Met,Yes
2025-02-23,Agent_062,Team C,Claims,Chat,Account Access,Coached,4-6 months,Morning,Evaluator 3,80.3,396.0,3.91,40,86.8,81.6,Not Met,No
2025-04-11,Agent_113,Team A,Claims,Voice,Cancellation,Coached,4-6 months,Morning,Evaluator 4,80.3,777.0,3.96,41,92.4,73.9,Not Met,No
2025-09-21,Agent_093,Team B,Retail Support,Voice,Cancellation,Not Coached,4-6 months,Mid,Evaluator 3,73.2,758.0,3.85,26,90.8,70.7,Not Met,Yes
2025-02-22,Agent_062,Team E,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 1,69.6,1007.0,3.39,16,95.0,68.0,Not Met,Yes
2025-03-01,Agent_117,Team F,Sales,Email,Complaint,Not Coached,7-12 months,Mid,Evaluator 3,81.9,432.0,4.31,46,87.3,73.7,Not Met,No
2025-04-18,Agent_108,Team A,Sales,Voice,Policy Question,Not Coached,0-3 months,Night,Evaluator 2,84.0,588.0,3.92,44,90.8,76.5,Not Met,No
2025-01-05,Agent_057,Team C,Billing,Voice,Account Access,Not Coached,4-6 months,Morning,Evaluator 1,69.5,683.0,4.0,38,88.6,78.8,Not Met,Yes
2025-04-13,Agent_016,Team E,Retail Support,Voice,Cancellation,Coached,7-12 months,Mid,Evaluator 2,77.3,701.0,4.11,37,79.5,71.0,Not Met,Yes
2025-07-15,Agent_056,Team B,Retail Support,Chat,Technical Troubleshooting,Coached,0-3 months,Morning,Evaluator 2,75.7,680.0,3.95,49,85.2,69.5,Not Met,No
2025-09-19,Agent_108,Team D,Retail Support,Email,Account Access,Not Coached,7-12 months,Morning,Evaluator 2,91.1,406.0,4.34,43,86.4,82.4,Met,No
2025-12-31,Agent_111,Team E,Tech Support,Voice,Order Status,Coached,7-12 months,Night,Evaluator 1,79.3,711.0,3.7,33,89.6,85.1,Not Met,No
2025-12-16,Agent_010,Team D,Claims,Email,Cancellation,Coached,7-12 months,Mid,Evaluator 1,91.8,623.0,4.25,47,93.4,82.2,Met,No
2025-02-16,Agent_030,Team B,,Email,Order Status,Coached,12+ months,Night,Evaluator 4,95.1,452.0,4.27,45,94.3,81.8,Met,No
2025-12-21,Agent_025,Team C,Retail Support,Email,Account Access,Coached,12+ months,Morning,Evaluator 1,87.9,514.0,4.02,37,89.7,79.6,Met,No
2025-11-07,Agent_103,Team E,Banking Support,Chat,Cancellation,,12+ months,Mid,Evaluator 3,86.4,561.0,3.74,31,89.4,82.7,Met,No
2025-11-04,Agent_084,Team D,Tech Support,Chat,Order Status,Not Coached,4-6 months,Morning,Evaluator 2,75.3,634.0,3.84,27,88.3,71.5,Not Met,No
2025-05-24,Agent_005,Team A,Billing,Voice,Refund Request,Not Coached,0-3 months,Morning,Evaluator 4,69.0,613.0,3.71,35,86.4,76.8,Not Met,Yes
2025-09-26,Agent_065,Team E,Retail Support,Chat,Technical Troubleshooting,Coached,4-6 months,Morning,Evaluator 1,78.3,521.0,4.16,41,89.7,71.9,Not Met,No
2025-05-04,Agent_094,Team A,Banking Support,Voice,Policy Question,Coached,12+ months,Morning,Evaluator 2,90.8,775.0,4.22,42,91.1,79.5,Met,No
2025-04-16,Agent_049,Team E,Sales,Chat,Complaint,Coached,12+ months,Morning,Evaluator 1,91.1,495.0,4.27,22,87.2,78.2,Met,No
2025-06-07,Agent_003,Team B,Billing,Voice,Technical Troubleshooting,Not Coached,12+ months,Morning,Evaluator 4,81.7,836.0,4.33,26,91.6,73.5,Not Met,No
2025-05-27,Agent_045,Team F,Retail Support,Chat,Order Status,Coached,0-3 months,Night,Evaluator 1,87.7,480.0,3.97,28,86.2,75.5,Met,No
2025-05-25,Agent_014,Team C,Retail Support,Chat,Cancellation,Not Coached,12+ months,Morning,Evaluator 1,82.1,555.0,4.12,34,85.1,80.5,Not Met,No
2025-04-30,Agent_120,Team C,Banking Support,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 2,75.9,647.0,3.63,19,90.1,73.4,Not Met,No
2025-11-15,Agent_030,Team A,Tech Support,Chat,Refund Request,Not Coached,0-3 months,Morning,Evaluator 3,78.5,619.0,3.91,40,85.2,82.8,Not Met,No
2025-10-02,Agent_114,Team B,Retail Support,Voice,Complaint,Coached,4-6 months,Mid,Evaluator 1,71.9,780.0,3.51,34,87.3,78.1,Not Met,Yes
2025-04-02,Agent_068,Team F,Sales,Chat,Refund Request,Not Coached,0-3 months,Morning,Evaluator 4,77.9,,4.13,48,85.2,70.7,Not Met,No
2025-02-27,Agent_018,Team F,Retail Support,Voice,Technical Troubleshooting,Coached,7-12 months,Night,Evaluator 1,70.1,808.0,3.74,30,88.2,73.7,Not Met,Yes
2025-12-12,Agent_062,Team C,Sales,Voice,Upsell Inquiry,Not Coached,4-6 months,Night,Evaluator 1,67.2,611.0,3.42,30,86.2,77.0,Not Met,Yes
2025-08-17,Agent_037,Team C,Billing,Email,Refund Request,Coached,7-12 months,Morning,Evaluator 3,87.0,449.0,3.98,29,88.3,78.2,Met,No
2025-04-27,Agent_025,Team E,Billing,Voice,Complaint,Not Coached,7-12 months,Mid,Evaluator 2,75.2,767.0,4.12,30,85.1,76.4,Not Met,No
2025-11-14,Agent_048,Team F,Claims,Chat,Refund Request,Not Coached,12+ months,Morning,Evaluator 4,90.9,573.0,4.12,27,88.4,82.5,Met,No
2025-10-06,Agent_065,Team D,Claims,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 2,81.7,736.0,4.11,46,95.7,74.9,Not Met,No
2025-05-07,Agent_053,Team C,Sales,Voice,Escalation,Not Coached,4-6 months,Morning,Evaluator 2,75.8,785.0,3.73,41,87.6,74.1,Not Met,No
2025-05-09,Agent_110,Team C,Tech Support,Voice,Technical Troubleshooting,Not Coached,12+ months,Morning,Evaluator 2,72.4,893.0,3.61,19,82.2,60.5,Not Met,Yes
2025-02-27,Agent_079,Team E,Retail Support,Voice,Order Status,Coached,12+ months,Morning,Evaluator 1,84.0,600.0,3.97,13,92.9,82.5,Not Met,No
2025-05-02,Agent_073,Team A,Retail Support,Voice,Billing Issue,Coached,0-3 months,Mid,Evaluator 3,85.9,674.0,4.0,29,91.5,77.4,Met,No
2025-01-01,Agent_015,Team D,Claims,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 1,90.5,687.0,3.75,25,93.8,72.0,Met,No
2025-08-27,Agent_049,Team C,Sales,Voice,Refund Request,Not Coached,4-6 months,Morning,Evaluator 4,79.7,733.0,3.92,19,89.4,72.3,Not Met,No
2025-10-17,Agent_088,Team E,Retail Support,Voice,Policy Question,Not Coached,0-3 months,Mid,Evaluator 3,77.6,677.0,3.98,22,83.2,62.1,Not Met,Yes
2025-04-06,Agent_068,Team A,Retail Support,Email,Refund Request,Coached,7-12 months,Mid,Evaluator 2,96.5,611.0,4.05,39,95.7,75.5,Met,No
2025-05-06,Agent_012,Team D,Tech Support,Email,Escalation,Coached,12+ months,Night,Evaluator 3,75.3,539.0,4.04,43,91.3,84.9,Not Met,No
2025-04-28,Agent_059,Team C,Banking Support,Voice,Order Status,Not Coached,0-3 months,Morning,Evaluator 4,74.3,663.0,3.61,8,87.3,71.0,Not Met,Yes
2025-02-17,Agent_037,Team D,Claims,Chat,Policy Question,Not Coached,12+ months,Night,Evaluator 1,82.4,533.0,4.5,41,92.2,79.5,Not Met,No
2025-03-30,Agent_061,Team A,Claims,Voice,Upsell Inquiry,Coached,12+ months,Mid,Evaluator 1,87.5,658.0,3.97,36,89.3,78.6,Met,No
2025-08-25,Agent_101,Team D,Banking Support,Chat,Policy Question,Not Coached,12+ months,Morning,Evaluator 2,95.1,519.0,4.27,33,95.9,79.8,Met,No
2025-09-29,Agent_043,Team D,Retail Support,Chat,Technical Troubleshooting,Coached,4-6 months,Mid,Evaluator 1,80.8,571.0,4.02,38,90.4,81.4,Not Met,No
2025-07-08,Agent_070,Team D,Tech Support,Email,Complaint,Coached,12+ months,Mid,Evaluator 1,79.8,690.0,3.95,33,92.0,74.7,Not Met,No
2025-07-11,Agent_039,Team D,Tech Support,Voice,Complaint,Not Coached,4-6 months,Night,Evaluator 4,64.4,873.0,3.54,21,86.8,71.5,Not Met,Yes
2025-03-10,Agent_056,Team E,Claims,Chat,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 3,80.3,547.0,3.79,21,87.0,72.7,Not Met,No
2025-10-05,Agent_063,Team E,Tech Support,Voice,Order Status,Coached,0-3 months,Mid,Evaluator 1,68.9,699.0,3.93,31,85.0,73.6,Not Met,Yes
2025-12-15,Agent_046,Team B,Billing,Email,Complaint,Coached,0-3 months,Morning,Evaluator 4,77.0,482.0,3.87,28,84.6,76.0,Not Met,Yes
2025-09-04,Agent_088,Team E,Banking Support,Voice,Account Access,Not Coached,7-12 months,Night,Evaluator 4,73.6,721.0,3.87,14,81.8,72.4,Not Met,Yes
2025-03-17,Agent_011,Team C,Retail Support,Chat,Escalation,Not Coached,4-6 months,Morning,Evaluator 2,69.8,577.0,3.93,31,82.4,73.3,Not Met,Yes
2025-06-03,Agent_062,Team A,Billing,Chat,Upsell Inquiry,Coached,4-6 months,Night,Evaluator 4,96.7,472.0,4.36,35,93.0,79.2,Met,No
2025-05-24,Agent_077,Team A,Banking Support,Chat,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 2,84.8,525.0,3.96,24,89.4,73.1,Not Met,No
2025-03-27,Agent_098,Team C,Sales,Voice,Billing Issue,Coached,7-12 months,Morning,Evaluator 1,88.4,669.0,4.14,35,93.7,76.4,Met,No
2025-07-04,Agent_025,Team E,Claims,Email,Billing Issue,Not Coached,0-3 months,Night,Evaluator 2,67.2,522.0,3.86,28,82.5,75.9,Not Met,Yes
2025-10-12,Agent_071,Team E,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Night,Evaluator 4,88.3,817.0,4.32,28,92.0,66.9,Met,No
2025-08-08,Agent_052,Team E,Sales,Chat,Technical Troubleshooting,Not Coached,0-3 months,Morning,Evaluator 3,69.6,487.0,3.57,26,80.9,72.1,Not Met,Yes
2025-03-10,Agent_004,Team D,Tech Support,Voice,Billing Issue,Coached,0-3 months,Mid,Evaluator 3,80.5,774.0,4.35,44,86.5,71.3,Not Met,No
2025-02-16,Agent_059,Team C,Billing,Voice,Complaint,Coached,4-6 months,Mid,Evaluator 1,67.4,839.0,3.67,26,87.9,67.4,Not Met,Yes
2025-04-04,Agent_072,Team A,Retail Support,Voice,Cancellation,Coached,7-12 months,Morning,Evaluator 1,84.9,654.0,4.1,40,93.0,76.7,Not Met,No
2025-08-26,Agent_020,Team C,Retail Support,Voice,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 3,76.7,685.0,3.72,13,87.1,79.7,Not Met,No
2025-07-23,Agent_093,Team C,Retail Support,Voice,Account Access,Not Coached,4-6 months,Morning,Evaluator 2,81.3,613.0,3.53,34,83.1,69.9,Not Met,Yes
2025-08-06,Agent_063,Team A,Tech Support,Voice,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 1,84.3,689.0,3.92,39,88.3,68.5,Not Met,No
2025-12-07,Agent_054,Team B,Sales,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 4,81.7,690.0,3.88,24,94.4,73.5,Not Met,No
2025-02-08,Agent_117,Team D,Retail Support,Chat,Order Status,Coached,0-3 months,Morning,Evaluator 1,91.8,461.0,4.17,40,90.6,76.8,Met,No
2025-04-10,Agent_115,Team E,Sales,Email,Escalation,Coached,4-6 months,Night,Evaluator 2,76.7,484.0,4.27,39,85.0,75.3,Not Met,No
2025-10-16,Agent_109,Team F,Tech Support,Voice,Cancellation,Coached,12+ months,Mid,Evaluator 1,78.8,818.0,3.88,29,92.9,74.7,Not Met,No
2025-09-11,Agent_110,Team F,Billing,Voice,Account Access,Coached,4-6 months,Morning,Evaluator 4,77.7,628.0,4.01,48,88.9,71.3,Not Met,No
2025-08-10,Agent_074,Team D,Sales,Voice,Refund Request,Coached,0-3 months,Mid,Evaluator 4,81.8,689.0,3.99,19,92.8,68.3,Not Met,No
2025-12-23,Agent_107,Team C,Billing,Voice,Technical Troubleshooting,Not Coached,12+ months,Mid,Evaluator 4,74.6,782.0,3.38,7,84.3,69.9,Not Met,Yes
2025-01-23,Agent_098,Team D,Tech Support,Chat,Account Access,Coached,7-12 months,Night,Evaluator 2,88.1,504.0,3.81,15,91.4,77.8,Met,No
2025-09-07,Agent_057,Team E,Tech Support,Chat,Billing Issue,Coached,7-12 months,Morning,Evaluator 2,75.7,551.0,3.67,26,87.3,85.7,Not Met,No
2025-01-10,Agent_090,Team A,Claims,Voice,Upsell Inquiry,Not Coached,0-3 months,Morning,Evaluator 4,75.0,514.0,3.97,42,88.0,82.7,Not Met,No
2025-09-03,Agent_041,Team C,Tech Support,Voice,Account Access,Coached,0-3 months,Night,Evaluator 4,55.0,743.0,3.34,22,90.4,63.5,Not Met,Yes
2025-11-21,Agent_113,Team E,Tech Support,Voice,Order Status,Coached,7-12 months,Night,Evaluator 2,69.1,797.0,3.6,20,87.6,64.1,Not Met,Yes
2025-04-10,Agent_003,Team C,Banking Support,Chat,Policy Question,Coached,4-6 months,Mid,Evaluator 2,82.4,487.0,3.75,32,90.8,77.3,Not Met,No
2025-10-17,Agent_120,Team D,Retail Support,Email,Technical Troubleshooting,Coached,7-12 months,Night,Evaluator 2,86.8,602.0,4.18,37,92.1,85.9,Met,No
2025-06-29,Agent_006,Team D,Claims,Voice,Escalation,Not Coached,7-12 months,Morning,Evaluator 3,77.1,804.0,3.91,38,94.2,75.6,Not Met,No
2025-08-11,Agent_005,Team B,Claims,Voice,Escalation,Coached,4-6 months,Mid,Evaluator 2,87.7,739.0,3.81,39,92.4,73.2,Met,No
2025-09-07,Agent_005,Team C,Claims,Email,Account Access,Not Coached,12+ months,Morning,Evaluator 4,81.5,595.0,3.53,16,87.3,75.0,Not Met,No
2025-05-27,Agent_054,Team C,Banking Support,Email,Policy Question,Coached,12+ months,Morning,Evaluator 3,84.8,490.0,4.06,32,89.6,84.3,Not Met,No
2025-04-06,Agent_047,Team A,Billing,Voice,Upsell Inquiry,Coached,7-12 months,Night,Evaluator 2,91.2,751.0,4.03,35,95.2,76.2,Met,No
